id	proteins	go_cell	go_mol	go_bio	nb_proteins	mass_mean	length_mean
2.2.8	P25555 Q08831 P05066 	chromosome, telomeric region [GO:0000781] nucleus [GO:0005634] cytosol [GO:0005829] cytoplasmic stress granule [GO:0010494] 	nucleotide binding [GO:0000166] single-stranded telomeric DNA binding [GO:0043047] mRNA binding [GO:0003729] 	poly(A)+ mRNA export from nucleus [GO:0016973] nuclear mRNA surveillance [GO:0071028] telomere maintenance [GO:0000723] 	3	57520.0	505.0
2.2.8.0	P25555 Q08831 P05066 	chromosome, telomeric region [GO:0000781] nucleus [GO:0005634] cytosol [GO:0005829] cytoplasmic stress granule [GO:0010494] 	nucleotide binding [GO:0000166] single-stranded telomeric DNA binding [GO:0043047] mRNA binding [GO:0003729] 	poly(A)+ mRNA export from nucleus [GO:0016973] nuclear mRNA surveillance [GO:0071028] telomere maintenance [GO:0000723] 	3	57520.0	505.0
2.2.9	P25453 P38953 P25301 	nucleus [GO:0005634] nucleoplasm [GO:0005654] condensed nuclear chromosome [GO:0000794] 	recombinase activity [GO:0000150] double-stranded DNA binding [GO:0003690] DNA-dependent ATPase activity [GO:0008094] single-stranded DNA binding [GO:0003697] ATP binding [GO:0005524] four-way junction DNA binding [GO:0000400] ATPase activity [GO:0016887] 	response to ionizing radiation [GO:0010212] mitotic recombination [GO:0006312] strand invasion [GO:0042148] meiotic nuclear division [GO:0007126] reciprocal meiotic recombination [GO:0007131] meiotic joint molecule formation [GO:0000709] DNA recombinase assembly [GO:0000730] synaptonemal complex assembly [GO:0007130] sporulation resulting in formation of a cellular spore [GO:0030435] 	3	45070.0	400.0
2.2.9.0	P25453 P38953 P25301 	nucleus [GO:0005634] nucleoplasm [GO:0005654] condensed nuclear chromosome [GO:0000794] 	recombinase activity [GO:0000150] double-stranded DNA binding [GO:0003690] DNA-dependent ATPase activity [GO:0008094] single-stranded DNA binding [GO:0003697] ATP binding [GO:0005524] four-way junction DNA binding [GO:0000400] ATPase activity [GO:0016887] 	response to ionizing radiation [GO:0010212] mitotic recombination [GO:0006312] strand invasion [GO:0042148] meiotic nuclear division [GO:0007126] reciprocal meiotic recombination [GO:0007131] meiotic joint molecule formation [GO:0000709] DNA recombinase assembly [GO:0000730] synaptonemal complex assembly [GO:0007130] sporulation resulting in formation of a cellular spore [GO:0030435] 	3	45070.0	400.0
2.2.10	P04807 Q04409 Q06204 	nucleus [GO:0005634] cytosol [GO:0005829] mitochondrion [GO:0005739] 	hexokinase activity [GO:0004396] fructokinase activity [GO:0008865] glucokinase activity [GO:0004340] ATP binding [GO:0005524] mannokinase activity [GO:0019158] glucose binding [GO:0005536] 	glucose import [GO:0046323] glucose metabolic process [GO:0006006] fructose import [GO:0032445] fructose metabolic process [GO:0006000] regulation of transcription by glucose [GO:0046015] mannose metabolic process [GO:0006013] glycolytic process [GO:0006096] cellular glucose homeostasis [GO:0001678] replicative cell aging [GO:0001302] 	3	52944.0	473.0
2.2.10.0	P04807 Q04409 Q06204 	nucleus [GO:0005634] cytosol [GO:0005829] mitochondrion [GO:0005739] 	hexokinase activity [GO:0004396] fructokinase activity [GO:0008865] glucokinase activity [GO:0004340] ATP binding [GO:0005524] mannokinase activity [GO:0019158] glucose binding [GO:0005536] 	glucose import [GO:0046323] glucose metabolic process [GO:0006006] fructose import [GO:0032445] fructose metabolic process [GO:0006000] regulation of transcription by glucose [GO:0046015] mannose metabolic process [GO:0006013] glycolytic process [GO:0006096] cellular glucose homeostasis [GO:0001678] replicative cell aging [GO:0001302] 	3	52944.0	473.0
2.2.11	P53839 	nucleus [GO:0005634] cytosol [GO:0005829] mitochondrion [GO:0005739] 	glyoxylate reductase (NADP) activity [GO:0030267] oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616] NAD binding [GO:0051287] glyoxylate reductase activity [GO:0047964] hydroxypyruvate reductase activity [GO:0016618] 	glyoxylate catabolic process [GO:0009436] 	1	38831.0	350.0
2.2.12	Q06697 P29055 P38351 	transcriptionally active chromatin [GO:0035327] nucleus [GO:0005634] Cdc73/Paf1 complex [GO:0016593] 	RNA polymerase II core binding [GO:0000993] transcription factor activity, RNA polymerase II transcription factor binding [GO:0001076] RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269] chromatin binding [GO:0003682] transcription factor activity, TFIIF-class transcription factor binding [GO:0001089] 	negative regulation of DNA recombination [GO:0045910] transcription elongation from RNA polymerase I promoter [GO:0006362] positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues [GO:2001165] positive regulation of histone H3-K36 trimethylation [GO:2001255] transcription elongation from RNA polymerase II promoter [GO:0006368] regulation of transcription-coupled nucleotide-excision repair [GO:0090262] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] regulation of histone H2B conserved C-terminal lysine ubiquitination [GO:2001173] histone modification [GO:0016570] positive regulation of transcription elongation from RNA polymerase I promoter [GO:2001209] recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex [GO:0034402] mRNA 3'-end processing [GO:0031124] 	3	44819.0	394.333333333
2.2.12.0	Q06697 	transcriptionally active chromatin [GO:0035327] nucleus [GO:0005634] Cdc73/Paf1 complex [GO:0016593] 	RNA polymerase II core binding [GO:0000993] transcription factor activity, RNA polymerase II transcription factor binding [GO:0001076] RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269] chromatin binding [GO:0003682] transcription factor activity, TFIIF-class transcription factor binding [GO:0001089] 	negative regulation of DNA recombination [GO:0045910] transcription elongation from RNA polymerase I promoter [GO:0006362] positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues [GO:2001165] positive regulation of histone H3-K36 trimethylation [GO:2001255] transcription elongation from RNA polymerase II promoter [GO:0006368] regulation of transcription-coupled nucleotide-excision repair [GO:0090262] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] regulation of histone H2B conserved C-terminal lysine ubiquitination [GO:2001173] histone modification [GO:0016570] positive regulation of transcription elongation from RNA polymerase I promoter [GO:2001209] recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex [GO:0034402] mRNA 3'-end processing [GO:0031124] 	1	44456.0	393.0
2.2.12.1	P29055 	nucleus [GO:0005634] transcriptional preinitiation complex [GO:0097550] 	RNA polymerase II core binding [GO:0000993] zinc ion binding [GO:0008270] transcription factor activity, core RNA polymerase II recruiting [GO:0001139] RNA polymerase II transcription factor activity, TBP-class protein binding, involved in preinitiation complex assembly [GO:0001129] TBP-class protein binding [GO:0017025] 	positive regulation of transcription regulatory region DNA binding [GO:2000679] transcriptional open complex formation at RNA polymerase II promoter [GO:0001113] RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123] transcriptional start site selection at RNA polymerase II promoter [GO:0001174] 	1	38200.0	345.0
2.2.12.2	P38351 	transcriptionally active chromatin [GO:0035327] nucleus [GO:0005634] Cdc73/Paf1 complex [GO:0016593] 	chromatin binding [GO:0003682] RNA polymerase II core binding [GO:0000993] transcription factor activity, RNA polymerase II core promoter sequence-specific [GO:0000983] RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269] transcription factor activity, RNA polymerase II transcription factor binding [GO:0001076] transcription factor activity, TFIIF-class transcription factor binding [GO:0001089] 	DNA-templated transcription, termination [GO:0006353] transcription from RNA polymerase I promoter [GO:0006360] regulation of transcription-coupled nucleotide-excision repair [GO:0090262] regulation of histone H2B ubiquitination [GO:2001166] regulation of histone H3-K4 methylation [GO:0051569] transcription elongation from RNA polymerase II promoter [GO:0006368] regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083] transcription elongation from RNA polymerase I promoter [GO:0006362] global genome nucleotide-excision repair [GO:0070911] snoRNA transcription from an RNA polymerase II promoter [GO:0001015] positive regulation of transcription elongation from RNA polymerase I promoter [GO:2001209] rRNA processing [GO:0006364] regulation of chromatin silencing at telomere [GO:0031938] regulation of transcription from RNA polymerase II promoter [GO:0006357] negative regulation of DNA recombination [GO:0045910] positive regulation of histone H3-K36 trimethylation [GO:2001255] regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues [GO:2001163] chromatin silencing at rDNA [GO:0000183] histone modification [GO:0016570] positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues [GO:2001165] mRNA 3'-end processing [GO:0031124] snoRNA 3'-end processing [GO:0031126] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] regulation of histone H2B conserved C-terminal lysine ubiquitination [GO:2001173] negative regulation of transcription from RNA polymerase II promoter [GO:0000122] 	1	51801.0	445.0
2.2.13	P22936 	nucleus [GO:0005634] mitochondrion [GO:0005739] 	double-stranded DNA 3'-5' exodeoxyribonuclease activity [GO:0008311] DNA-(apurinic or apyrimidinic site) lyase activity [GO:0003906] 3'-tyrosyl-DNA phosphodiesterase activity [GO:0017005] zinc ion binding [GO:0008270] phosphoric diester hydrolase activity [GO:0008081] 3'-5'-exodeoxyribonuclease activity [GO:0008296] DNA binding [GO:0003677] 	base-excision repair [GO:0006284] 	1	41439.0	367.0
2.2.14	P06169 	nucleus [GO:0005634] cytosol [GO:0005829] 	pyruvate decarboxylase activity [GO:0004737] indolepyruvate decarboxylase activity [GO:0047434] branched-chain-2-oxoacid decarboxylase activity [GO:0047433] magnesium ion binding [GO:0000287] thiamine pyrophosphate binding [GO:0030976] phenylpyruvate decarboxylase activity [GO:0050177] 	tryptophan catabolic process [GO:0006569] branched-chain amino acid catabolic process [GO:0009083] aromatic amino acid family catabolic process to alcohol via Ehrlich pathway [GO:0000949] L-phenylalanine catabolic process [GO:0006559] glycolytic fermentation to ethanol [GO:0019655] pyruvate metabolic process [GO:0006090] 	1	61495.0	563.0
2.3	Q06567 P00729 P23748 P38969 P38960 P38961 Q12510 P39706 Q00764 P20133 P47821 P20484 P38891 P29467 P29468 Q04458 P41896 Q03430 P10662 P38236 P38235 P52919 Q12085 P50874 Q08220 P47114 P47117 P47110 P47113 P53743 Q04003 P38826 P38821 P40693 P22434 P22438 P42222 Q06892 P35191 P53940 Q02983 P38909 P38907 P38278 Q03290 P32502 Q08444 Q08446 P22215 P10363 P53201 P53203 P47158 P53924 Q01080 P32335 P38860 P22007 P38789 P11914 P20424 Q08685 Q04359 Q12485 Q12480 P53267 P42841 P42845 P12695 P50105 Q12676 P35844 P35842 Q05947 P53901 P00163 P41816 P41819 P40507 Q04370 P25359 P25087 P49960 P52290 P00635 P40560 P38748 Q08646 Q08649 P38292 Q03856 Q05040 Q06810 P09950 P53632 P07390 P40546 Q08622 Q08199 Q99186 Q99326 P0CX10 P0CX11 P12630 P07275 Q03956 P32628 Q06350 P21304 P38705 Q03899 P47079 Q12404 Q12405 P47074 Q99303 P0CX78 P0CX79 P0CX72 P0CX73 P0CX70 P0CX71 P0CX76 P0CX77 P0CX74 P0CX75 P19736 P21827 P12612 P38137 P53336 Q03976 P36091 Q03702 Q01852 Q02883 P0CX57 P0CX58 P0CX59 P07236 Q12229 P18898 P53166 P53304 Q05610 P25646 Q12052 Q12441 Q04930 Q08208 P43132 Q02574 P54791 P25454 P50947 P52893 P10507 P00431 P53851 P40010 P40012 P0C2J4 P47099 P38323 P38328 P17505 P29703 Q12260 Q12266 P15625 P40356 P25042 Q03483 P48525 Q04215 Q04213 P28240 P36160 P36164 P25381 P25382 P41821 P36146 P38349 P38346 P36145 O13329 P40990 P40992 Q02793 P38627 Q06490 Q04636 P36100 P36104 Q12031 P04803 P25369 P25364 Q06001 P40413 P32902 Q92392 P48569 P48360 P32048 P25345 P48412 P34078 Q08287 P09032 P27476 P40152 P40154 P16451 Q06631 Q12509 Q05790 Q06640 Q00776 P34252 P42943 Q02457 Q04673 Q12347 P46681 P39945 P40458 Q08777 Q01163 P53755 Q06214 P38836 Q12153 P10614 Q03151 P17709 P23179 P32559 Q04383 P53883 Q04659 P00899 Q12366 Q12365 Q12093 Q12099 P25303 Q12293 P40473 P47124 P47127 P53951 P39073 P39077 P39076 P39079 P39078 P46985 P43603 P38934 Q03175 Q6Q5P6 P45976 P53096 Q12303 P53230 O74302 P40493 P53933 P43621 Q6Q5H1 P32329 P47018 P38871 P36049 P36046 Q12118 P06776 Q06696 Q12329 Q12321 Q05568 P38071 P18409 P53911 P38890 P38792 P38796 Q03862 P32793 Q05543 P25383 P12686 P40530 P47180 P41808 D6VTK4 O13525 P25568 P36001 Q03983 P11927 P53079 P53252 P53250 P40960 P40963 P40968 P33441 P27929 P32474 P0CZ17 P24031 P53972 P02381 Q01802 Q03532 P47023 P32288 P10862 P07246 Q12297 Q12292 Q00618 P14908 P14904 P14905 Q12194 P23595 P38779 P16622 P32841 P46669 Q06497 P53292 Q04706 P15202 P07267 P07266 P10849 Q04116 P38126 Q06135 Q03942 P32381 Q02939 P40047 Q12415 P28003 Q04728 P22133 P0CX69 P0CX61 P0CX60 P0CX62 P0CX65 P0CX67 P0CX66 P38109 P15891 Q03964 P53179 P53170 P53318 P43593 Q02950 P36080 P36084 P21373 P0C2I8 P0C2I4 Q07478 P09119 P47041 P47040 Q12432 Q12439 Q04922 Q08215 Q05031 P08425 Q04749 Q12230 P53437 P40531 P38693 P34161 Q08023 P00937 P38986 P33322 Q03750 Q04712 Q12452 Q12457 Q08271 Q12217 Q12215 Q12214 Q06266 Q06263 Q04225 Q04226 P53136 P53865 P14064 P36150 Q12003 Q12004 Q06032 Q06523 P41733 Q12470 Q12476 P38333 Q06208 P37302 P39743 P47065 P17967 Q12392 Q12391 P20447 Q04949 P17558 P17555 P39006 Q04410 P40986 P40360 P37366 P09368 Q04080 Q04087 P28274 P08019 P32317 P41910 P36113 P32527 	mitochondrial inner membrane [GO:0005743] integral component of mitochondrial membrane [GO:0032592] 	 	mitochondrion organization [GO:0007005] lipid homeostasis [GO:0055088] 	441	50387.0566893	445.741496599
2.3.0	Q06567 P00729 P23748 P38969 P38960 P38961 Q12510 P39706 Q00764 P20133 P47821 P20484 P29467 P29468 Q04458 P41896 Q03430 P10662 P38236 P38235 P52919 Q12085 P50874 Q08220 P47114 P47117 P47110 P47113 P53743 Q04003 P38826 P38821 P40693 P22434 P22438 P42222 Q06892 P35191 P53940 Q02983 P38909 P38907 P38278 P32502 Q08444 Q08446 P22215 P10363 P53201 P53203 P47158 Q01080 P32335 P38789 P11914 Q08685 Q04359 Q12485 P53267 P42841 P42845 P12695 P50105 Q12676 P35842 Q05947 P53901 P00163 P41816 P41819 P40507 P25359 P25087 P49960 P52290 P00635 P40560 Q08646 Q08649 P38292 Q03856 Q05040 Q06810 P09950 P53632 P07390 P40546 Q08199 Q99186 Q99326 P0CX10 P0CX11 P12630 P07275 Q03956 P32628 Q06350 P21304 P38705 Q03899 P47079 Q12405 P47074 Q99303 P0CX78 P0CX79 P0CX72 P0CX73 P0CX70 P0CX71 P0CX76 P0CX77 P0CX74 P0CX75 P21827 P12612 P38137 P53336 Q03976 P36091 Q01852 P0CX57 P0CX58 P0CX59 P07236 Q12229 P18898 P53166 P53304 Q05610 P25646 Q12052 Q12441 Q04930 Q08208 P43132 Q02574 P54791 P52893 P10507 P00431 P53851 P40012 P0C2J4 P47099 P38323 P38328 P17505 P29703 Q12260 Q12266 P15625 Q03483 P48525 Q04215 Q04213 P28240 P36160 P36164 P25381 P25382 P41821 P36146 P38349 P38346 P36145 O13329 P40990 P40992 Q02793 P38627 Q06490 Q04636 P36100 P36104 Q12031 P04803 P25369 P25364 Q06001 P40413 P32902 Q92392 P48569 P48360 P32048 P25345 P48412 P34078 Q08287 P09032 P27476 P40152 P40154 P16451 Q06631 Q12509 Q05790 Q06640 Q00776 P34252 P42943 Q12347 P46681 P40458 Q08777 Q01163 P53755 Q06214 P38836 Q12153 P10614 P17709 P23179 Q04383 P53883 Q04659 P00899 Q12366 Q12365 Q12093 Q12099 P25303 Q12293 P40473 P47124 P47127 P53951 P39073 P39077 P39076 P39079 P39078 P46985 P43603 P38934 Q03175 Q6Q5P6 P45976 P53096 Q12303 P53230 O74302 P40493 P53933 P43621 Q6Q5H1 P32329 P47018 P38871 P36049 Q12118 P06776 Q12329 Q12321 P18409 P53911 P38890 P38792 P38796 Q03862 P32793 Q05543 P25383 P12686 P40530 P47180 P41808 D6VTK4 O13525 P25568 P36001 Q03983 P11927 P53079 P53252 P53250 P40960 P40963 P40968 P33441 P27929 P0CZ17 P24031 P53972 P02381 Q03532 P47023 P32288 Q12297 Q12292 Q00618 P14908 P14905 Q12194 P23595 P38779 P16622 P32841 P46669 Q06497 P53292 Q04706 P15202 P07267 P07266 P10849 Q04116 P38126 Q06135 Q03942 P32381 Q02939 P40047 Q12415 P28003 Q04728 P22133 P0CX69 P0CX61 P0CX60 P0CX62 P0CX65 P0CX67 P0CX66 P38109 P15891 Q03964 P53179 P53170 P53318 P43593 Q02950 P36080 P36084 P21373 P0C2I8 P0C2I4 Q07478 P47041 P47040 Q12432 Q12439 Q04922 Q08215 Q05031 P08425 Q04749 Q12230 P53437 P40531 P38693 P34161 Q08023 P00937 P38986 P33322 Q03750 Q04712 Q12452 Q12457 Q08271 Q12217 Q12215 Q12214 Q06266 Q06263 Q04225 Q04226 P53136 P53865 P14064 P36150 Q12003 Q12004 Q06032 Q06523 P41733 Q12470 Q12476 P38333 Q06208 P37302 P39743 P47065 Q12392 Q12391 P20447 Q04949 P17558 P17555 P39006 Q04410 P40986 P40360 P37366 P09368 Q04080 Q04087 P28274 P08019 P32317 P41910 P32527 	mitochondrial inner membrane [GO:0005743] integral component of mitochondrial membrane [GO:0032592] 	 	mitochondrion organization [GO:0007005] lipid homeostasis [GO:0055088] 	404	50340.7376238	445.252475248
